filename,scene_label
Dcase2020task1subset/train/airport-barcelona-0-15-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-16-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-17-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-18-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-19-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-20-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-21-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-22-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-23-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-24-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-25-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-26-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-27-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-28-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-29-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-30-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-31-a.wav,airport
Dcase2020task1subset/train/airport-barcelona-1-32-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-112-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-113-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-114-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-115-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-116-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-117-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-118-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-119-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-120-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-121-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-122-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-123-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-124-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-125-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-126-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-127-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-128-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-129-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-130-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-131-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-132-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-133-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-134-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-135-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-136-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-137-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-138-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-139-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-140-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-141-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-142-a.wav,airport
Dcase2020task1subset/train/airport-helsinki-3-143-a.wav,airport
Dcase2020task1subset/train/airport-london-5-221-a.wav,airport
Dcase2020task1subset/train/airport-london-5-222-a.wav,airport
Dcase2020task1subset/train/airport-london-5-223-a.wav,airport
Dcase2020task1subset/train/airport-london-5-224-a.wav,airport
Dcase2020task1subset/train/airport-london-5-225-a.wav,airport
Dcase2020task1subset/train/airport-london-5-226-a.wav,airport
Dcase2020task1subset/train/airport-london-5-227-a.wav,airport
Dcase2020task1subset/train/airport-london-5-228-a.wav,airport
Dcase2020task1subset/train/airport-london-5-229-a.wav,airport
Dcase2020task1subset/train/airport-london-5-230-a.wav,airport
Dcase2020task1subset/train/airport-london-5-231-a.wav,airport
Dcase2020task1subset/train/airport-london-5-232-a.wav,airport
Dcase2020task1subset/train/airport-london-5-233-a.wav,airport
Dcase2020task1subset/train/airport-london-5-234-a.wav,airport
Dcase2020task1subset/train/airport-london-5-235-a.wav,airport
Dcase2020task1subset/train/airport-london-5-236-a.wav,airport
Dcase2020task1subset/train/airport-london-5-237-a.wav,airport
Dcase2020task1subset/train/airport-london-5-238-a.wav,airport
Dcase2020task1subset/train/airport-london-5-239-a.wav,airport
Dcase2020task1subset/train/airport-london-5-240-a.wav,airport
Dcase2020task1subset/train/airport-london-5-241-a.wav,airport
Dcase2020task1subset/train/airport-london-5-242-a.wav,airport
Dcase2020task1subset/train/airport-london-5-243-a.wav,airport
Dcase2020task1subset/train/airport-london-5-244-a.wav,airport
Dcase2020task1subset/train/airport-london-5-245-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-307-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-308-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-309-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-310-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-311-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-312-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-313-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-314-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-315-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-316-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-317-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-318-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-319-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-320-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-321-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-322-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-323-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-324-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-325-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-326-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-327-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-328-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-329-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-330-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-331-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-332-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-333-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-334-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-335-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-336-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-337-a.wav,airport
Dcase2020task1subset/train/airport-paris-7-338-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-417-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-418-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-419-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-420-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-421-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-422-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-423-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-424-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-425-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-426-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-427-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-428-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-429-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-430-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-431-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-432-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-433-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-434-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-435-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-436-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-437-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-438-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-439-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-440-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-441-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-442-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-443-a.wav,airport
Dcase2020task1subset/train/airport-stockholm-10-444-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-511-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-512-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-513-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-514-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-515-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-516-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-517-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-518-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-519-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-520-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-521-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-522-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-523-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-524-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-525-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-526-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-527-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-528-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-529-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-530-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-531-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-532-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-533-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-534-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-535-a.wav,airport
Dcase2020task1subset/train/airport-vienna-13-536-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40085-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40118-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40147-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40179-a.wav,airport
Dcase2020task1subset/train/airport-milan-1108-40195-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40199-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40214-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40303-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40331-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40377-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40410-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40460-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40507-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40508-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40548-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40554-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40558-a.wav,airport
Dcase2020task1subset/train/airport-milan-1108-40570-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40577-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40590-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40638-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40679-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40755-a.wav,airport
Dcase2020task1subset/train/airport-milan-1108-40834-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40886-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40892-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-40910-a.wav,airport
Dcase2020task1subset/train/airport-milan-1061-40921-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-41009-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-41046-a.wav,airport
Dcase2020task1subset/train/airport-milan-1089-41064-a.wav,airport
Dcase2020task1subset/train/airport-milan-1108-41110-a.wav,airport
Dcase2020task1subset/train/bus-lyon-1001-40001-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-40044-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1073-40106-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-40164-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-40260-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1129-40291-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-40306-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1129-40370-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-40459-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-40624-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1129-40626-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1129-40641-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1073-40690-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-40693-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-40724-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1129-40778-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1159-40908-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-40922-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41001-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1159-41089-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41154-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41163-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-41187-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1159-41285-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41456-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1073-41618-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1073-41621-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41696-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1001-41701-a.wav,bus
Dcase2020task1subset/train/bus-lyon-1124-41737-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1013-40015-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1059-40082-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1070-40102-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1106-40191-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-40256-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1128-40285-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1013-40349-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1140-40372-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1059-40403-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1070-40422-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-40428-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1128-40432-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1128-40440-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1070-40477-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1013-40529-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1070-40576-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1128-40587-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1059-40628-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1059-40677-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1156-40685-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-40729-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-40788-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1059-40801-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-40913-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1156-40991-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1140-41043-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1140-41212-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-41222-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1156-41286-a.wav,bus
Dcase2020task1subset/train/bus-lisbon-1123-41297-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-40034-a.wav,bus
Dcase2020task1subset/train/bus-prague-1032-40036-a.wav,bus
Dcase2020task1subset/train/bus-prague-1090-40149-a.wav,bus
Dcase2020task1subset/train/bus-prague-1102-40177-a.wav,bus
Dcase2020task1subset/train/bus-prague-1120-40233-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-40237-a.wav,bus
Dcase2020task1subset/train/bus-prague-1090-40318-a.wav,bus
Dcase2020task1subset/train/bus-prague-1138-40366-a.wav,bus
Dcase2020task1subset/train/bus-prague-1120-40435-a.wav,bus
Dcase2020task1subset/train/bus-prague-1120-40458-a.wav,bus
Dcase2020task1subset/train/bus-prague-1147-40467-a.wav,bus
Dcase2020task1subset/train/bus-prague-1138-40489-a.wav,bus
Dcase2020task1subset/train/bus-prague-1102-40498-a.wav,bus
Dcase2020task1subset/train/bus-prague-1102-40581-a.wav,bus
Dcase2020task1subset/train/bus-prague-1138-40594-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-40726-a.wav,bus
Dcase2020task1subset/train/bus-prague-1032-40745-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-40752-a.wav,bus
Dcase2020task1subset/train/bus-prague-1138-40826-a.wav,bus
Dcase2020task1subset/train/bus-prague-1120-40839-a.wav,bus
Dcase2020task1subset/train/bus-prague-1090-40891-a.wav,bus
Dcase2020task1subset/train/bus-prague-1102-40897-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-40962-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-41042-a.wav,bus
Dcase2020task1subset/train/bus-prague-1090-41059-a.wav,bus
Dcase2020task1subset/train/bus-prague-1030-41077-a.wav,bus
Dcase2020task1subset/train/bus-prague-1138-41078-a.wav,bus
Dcase2020task1subset/train/bus-prague-1032-41120-a.wav,bus
Dcase2020task1subset/train/bus-prague-1147-41190-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-599-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-600-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-601-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-602-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-603-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-604-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-605-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-606-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-607-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-608-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-609-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-610-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-611-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-612-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-613-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-614-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-615-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-616-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-617-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-618-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-619-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-620-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-621-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-622-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-623-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-624-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-625-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-626-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-627-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-628-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-629-a.wav,bus
Dcase2020task1subset/train/bus-barcelona-15-630-a.wav,bus
Dcase2020task1subset/train/bus-helsinki-18-707-a.wav,bus
Dcase2020task1subset/train/bus-helsinki-18-708-a.wav,bus
